film,main_char,gender,top_topic
WALL-E,captain,0.0,7
WALL-E,wall-e,1.0,4
WALL-E,eve,1.0,4
WALL-E,ship's computer,0.0,7
WALL-E,autopilot,0.0,7
The Truman Show,truman,0.0,1
The Truman Show,christof,0.0,6
The Truman Show,meryl,1.0,1
Being Human (film),hector,0.0,1
Celeste and Jesse Forever,celeste,1.0,3
Celeste and Jesse Forever,jesse,0.0,1
All About Steve,mary,1.0,1
All About Steve,hartman,0.0,4
All About Steve,steve,0.0,3
Queen of the Damned,lestat,1.0,4
Queen of the Damned,jesse,0.0,4
Queen of the Damned,marius,0.0,4
Hitchcock (film),alfred hitchcock,0.0,9
Hitchcock (film),alma,0.0,4
Friday the 13th Part VIII: Jason Takes Manhattan,rennie,0.0,4
Friday the 13th Part VIII: Jason Takes Manhattan,mcculloch,0.0,4
Friday the 13th Part VIII: Jason Takes Manhattan,sean,0.0,4
Friday the 13th Part VIII: Jason Takes Manhattan,miss van deusen,1.0,4
Friday the 13th Part VIII: Jason Takes Manhattan,tamara,1.0,1
Monkeybone,stu,0.0,1
Monkeybone,julie,1.0,1
Monkeybone,monkeybone,0.0,1
The Nines,gary,0.0,3
The Nines,margaret,1.0,1
The Nines,gavin,0.0,3
The Nines,gabriel,0.0,1
The Nines,sarah,1.0,1
The Nines,susan,1.0,1
The Nines,sierra,0.0,1
The Nines,mary,1.0,1
A Serious Man,larry,0.0,1
Saving Private Ryan,miller,0.0,2
Jennifer 8,berlin,1.0,4
Jennifer 8,ross,0.0,4
Up (2009 film),carl,0.0,4
Up (2009 film),russell,0.0,4
Star Trek: Nemesis,picard,0.0,7
Star Trek: Nemesis,shinzon,0.0,5
Star Trek: Nemesis,data,0.0,7
The Searchers (film),ethan,0.0,4
The Searchers (film),martin,0.0,4
The Searchers (film),clayton,0.0,9
Bad Dreams (film),cynthia,1.0,4
Bad Dreams (film),alan,0.0,4
A Dry White Season,ben,0.0,1
A Dry White Season,stanley,1.0,1
The Night of the Hunter (film),preacher,0.0,5
The Night of the Hunter (film),john,0.0,1
The Night of the Hunter (film),rachel,1.0,8
The Night of the Hunter (film),icey,0.0,5
The Night of the Hunter (film),pearl,1.0,1
Extract (film),joel,0.0,1
Shifty (film),shifty,1.0,3
Shifty (film),chris,0.0,3
Erik the Viking,erik,0.0,4
Superbad (film),seth,0.0,3
Superbad (film),evan,0.0,3
Purple Rain (film),vanity,1.0,4
Purple Rain (film),morris,0.0,3
Purple Rain (film),prince,0.0,4
Purple Rain (film),jerome,0.0,3
Goldfinger (film),bond,0.0,9
Goldfinger (film),"""q""",1.0,4
Goldfinger (film),"""m""",1.0,1
Hider in the House (1989 film),julie,1.0,1
Hider in the House (1989 film),phil,0.0,3
Hider in the House (1989 film),hider,1.0,1
Hider in the House (1989 film),neil,0.0,3
Withnail and I,withnail,1.0,1
Withnail and I,i,1.0,1
Withnail and I,monty,1.0,9
Sleepy Hollow (film),ichabod,0.0,5
Sleepy Hollow (film),katrina,0.0,5
Death at a Funeral (2010 film),aaron,0.0,1
Death at a Funeral (2010 film),elaine,1.0,1
Death at a Funeral (2010 film),norman,0.0,1
Death at a Funeral (2010 film),ryan,0.0,1
Death at a Funeral (2010 film),oscar,1.0,4
Death at a Funeral (2010 film),michelle,1.0,1
Death at a Funeral (2010 film),derek,0.0,1
Mr. Blandings Builds His Dream House,jim,0.0,9
Mr. Blandings Builds His Dream House,muriel,1.0,9
Hudson Hawk,hawk,0.0,4
Hudson Hawk,anna,1.0,4
Hudson Hawk,alex,1.0,4
Mary Poppins (film),mr. banks,0.0,5
Mary Poppins (film),mary poppins,1.0,1
Mary Poppins (film),bert,0.0,5
Mary Poppins (film),jane,1.0,1
Mary Poppins (film),mrs. banks,1.0,5
Mary Poppins (film),michael,0.0,1
The Private Life of Sherlock Holmes,holmes,0.0,5
The Private Life of Sherlock Holmes,watson,0.0,1
Fight Club,jack,0.0,4
Fight Club,tyler,1.0,1
Halloween II (1981 film),loomis,0.0,1
Halloween II (1981 film),laurie,0.0,4
Halloween II (1981 film),bracket,0.0,1
Halloween II (1981 film),jimmy,0.0,3
The Butterfly Effect,evan,0.0,4
The Butterfly Effect,kayleigh,1.0,1
Limitless,eddie,1.0,3
Batman (1989 film),vicki,1.0,4
Batman (1989 film),knox,0.0,4
Batman (1989 film),bruce,0.0,4
Batman (1989 film),joker,0.0,4
Batman (1989 film),batman,0.0,4
Kalifornia,early,1.0,8
Kalifornia,brian,0.0,1
Kalifornia,carrie,1.0,1
Kalifornia,adele,1.0,1
Midnight Run,walsh,1.0,1
Midnight Run,the duke,1.0,1
Boogie Nights,dirk,1.0,1
Boogie Nights,jack,0.0,1
Resident Evil (film),alice,1.0,4
Resident Evil (film),matt,0.0,4
Resident Evil (film),twelve,0.0,4
Resident Evil (film),j.d.,0.0,4
Resident Evil (film),spence,0.0,4
Resident Evil (film),red queen,1.0,7
Resident Evil (film),one,0.0,4
We Own the Night (film),bobby green,0.0,8
Buried (film),paul,0.0,4
Buried (film),dan,0.0,4
Ace Ventura: Pet Detective,ace,1.0,1
Ace Ventura: Pet Detective,melissa,1.0,1
The Jolson Story,jolson,1.0,9
The Jolson Story,steve,0.0,9
The Jolson Story,julie,1.0,9
Supergirl (film),selena,1.0,1
Supergirl (film),supergirl,1.0,1
Supergirl (film),ethan,0.0,1
Supergirl (film),lucy,1.0,1
The Old Dark House,philip waverton,1.0,9
The Old Dark House,margaret waverton,1.0,9
The Old Dark House,gladys,1.0,9
The Old Dark House,porterhouse,0.0,9
Observe and Report,ronnie,1.0,1
Deep Rising,finnegan,0.0,4
Deep Rising,trillian,1.0,4
Deep Rising,hanover,1.0,4
The Crow (film),eric,0.0,4
The Crow (film),albrecht,1.0,4
The Crow (film),elly,0.0,4
The Crow (film),lao,1.0,4
The Bourne Ultimatum (film),bourne,0.0,4
The Bourne Ultimatum (film),landy,0.0,6
After.Life,eliot,0.0,4
After.Life,anna,1.0,4
After.Life,paul,0.0,4
The Jacket,starks,0.0,1
The Jacket,jackie,1.0,1
Blade (film),blade,0.0,4
Blade (film),karen,1.0,4
Blade (film),frost,1.0,4
Blade (film),whistler,0.0,4
The Forsaken (film),nick,0.0,8
The Forsaken (film),sean,0.0,8
Aladdin (1992 Disney film),aladdin,1.0,4
Aladdin (1992 Disney film),jasmine,1.0,4
Aladdin (1992 Disney film),jafar,0.0,4
Aladdin (1992 Disney film),genie,1.0,4
The Craft (film),sarah,1.0,1
The Craft (film),bonnie,1.0,1
The Craft (film),nancy,1.0,1
The Craft (film),chris,0.0,1
The NeverEnding Story (film),atreyu,0.0,4
The NeverEnding Story (film),bastian,1.0,4
Wild at Heart (film),lula,0.0,8
Wild at Heart (film),sailor,0.0,8
Wild at Heart (film),marietta,1.0,8
Detroit Rock City (film),hawk,0.0,3
Detroit Rock City (film),jam,1.0,3
Detroit Rock City (film),lex,0.0,4
Detroit Rock City (film),trip,1.0,3
One Eight Seven,trevor,0.0,3
One Eight Seven,ellen,1.0,4
Jaws: The Revenge,michael,0.0,1
Jaws: The Revenge,ellen,1.0,1
Jaws: The Revenge,jake,0.0,1
Jaws: The Revenge,hoagie,1.0,4
Jaws: The Revenge,carla,1.0,9
Virtuosity,parker,0.0,4
Virtuosity,madison,0.0,6
Virtuosity,sid 6.7,0.0,4
Buffy the Vampire Slayer (film),buffy,1.0,4
Buffy the Vampire Slayer (film),pike,0.0,4
Buffy the Vampire Slayer (film),merrick,0.0,4
M (1931 film),lohmann,0.0,1
M (1931 film),murderer,0.0,1
M (1931 film),burglar,0.0,1
M (1931 film),pick-pocket,1.0,1
M (1931 film),a voice,0.0,1
M (1931 film),con-man,0.0,5
M (1931 film),assistant,1.0,9
Klute,bree,1.0,1
Klute,klute,0.0,1
The Fly (1986 film),veronica,1.0,1
The Fly (1986 film),brundle,0.0,4
Aliens (film),ripley,0.0,4
Aliens (film),hicks,0.0,4
Aliens (film),hudson,1.0,4
Ticker (2001 film),reilly,0.0,4
Ticker (2001 film),glass,1.0,4
Bonnie and Clyde (film),clyde,1.0,8
Bonnie and Clyde (film),bonnie,1.0,1
Bonnie and Clyde (film),buck,0.0,8
Bonnie and Clyde (film),c.w.,1.0,1
The Majestic (film),pete,0.0,1
The Majestic (film),luke,0.0,1
The Majestic (film),adele,1.0,1
The Majestic (film),harry,0.0,1
Ghostbusters,ray,0.0,1
Ghostbusters,peter,0.0,1
Ghostbusters,winston,0.0,1
Ghostbusters,egon,0.0,1
Ghostbusters,slimer,1.0,9
Ghostbusters,another angle,0.0,4
I Am Legend (film),neville,0.0,1
I Am Legend (film),anna,1.0,1
Pet Sematary Two,chase,1.0,1
Pet Sematary Two,geoff,0.0,1
Pet Sematary Two,gus,0.0,1
Pet Sematary Two,drew,1.0,1
Pet Sematary Two,clyde,1.0,1
Manhunter (film),graham,0.0,1
Manhunter (film),crawford,1.0,6
The Grapes of Wrath (film),tom,0.0,8
The Grapes of Wrath (film),ma,1.0,8
The Grapes of Wrath (film),pa,0.0,8
Next Friday,craig,0.0,1
Next Friday,roach,0.0,3
Next Friday,uncle elroy,0.0,8
A Hard Days Night (film),paul,0.0,1
A Hard Days Night (film),john,0.0,9
A Hard Days Night (film),ringo,0.0,9
A Hard Days Night (film),grandfather,0.0,9
A Hard Days Night (film),norm,0.0,9
A Hard Days Night (film),george,0.0,1
A Hard Days Night (film),shake,1.0,9
Life of Pi (film),pi,1.0,4
Life of Pi (film),adult pi,1.0,5
Life of Pi (film),writer,0.0,5
An Education,jenny,1.0,1
An Education,david,0.0,1
An Education,jack,0.0,1
Contact (1997 film),ellie,1.0,1
Hannah and Her Sisters,holly,0.0,1
Hannah and Her Sisters,mickey,1.0,1
Hannah and Her Sisters,hannah,1.0,1
Hannah and Her Sisters,lee,0.0,1
Hannah and Her Sisters,elliot,0.0,1
Gran Torino,walt,1.0,3
Gran Torino,tao,1.0,1
Black Snake Moan (film),lazarus,0.0,4
Black Snake Moan (film),rae,1.0,4
A Perfect World,butch,0.0,4
A Perfect World,red,1.0,4
A Perfect World,phillip,0.0,4
A Perfect World,sally,1.0,6
Existenz,pikul,1.0,1
Existenz,geller,1.0,4
Gattaca,jerome,0.0,4
Gattaca,eugene,0.0,4
Gattaca,investigator,0.0,4
Gattaca,irene,1.0,4
G.I. Jane,jordan,1.0,1
G.I. Jane,the chief,1.0,1
G.I. Jane,royce,1.0,1
Air Force One (film),marshall,0.0,4
Air Force One (film),korshunov,0.0,4
Air Force One (film),rose,1.0,4
Predator (film),schaefer,1.0,4
Predator (film),dillon,1.0,4
The Kingdom (film),ronald fleury,0.0,6
The Kingdom (film),fleury,1.0,4
Rocky,rocky,0.0,8
Fantastic Four (film),reed,0.0,4
Fantastic Four (film),sue,1.0,4
Fantastic Four (film),ben,0.0,4
Fantastic Four (film),victor,0.0,4
Fantastic Four (film),johnny,0.0,4
Pariah (2011 film),alike,0.0,3
Pariah (2011 film),audrey,1.0,3
Pariah (2011 film),laura,1.0,3
Pariah (2011 film),arthur,0.0,3
Pariah (2011 film),bina,1.0,3
Sexual Life,sarah,1.0,1
Sexual Life,lorna,0.0,1
Sexual Life,gwen,1.0,1
Sexual Life,todd,0.0,1
Sexual Life,josh,0.0,1
Sexual Life,jerry,0.0,1
Sexual Life,rosalie,1.0,1
Avatar (2009 film),jake,0.0,4
Avatar (2009 film),grace,1.0,4
Crank (film),chev,0.0,4
Pleasantville (film),david,0.0,1
Pleasantville (film),jennifer,1.0,1
Apocalypse Now,willard,0.0,2
The Assignment (1997 film),ramirez,1.0,1
The Assignment (1997 film),jack,0.0,1
Viridiana,viridiana,1.0,1
Viridiana,jorge,1.0,1
Viridiana,don jaime,0.0,1
The Godfather,michael,0.0,9
The Godfather,don corleone,0.0,9
The Godfather,sonny,0.0,9
The Godfather,hagen,0.0,9
The Godfather,kay,1.0,3
Arbitrage (film),robert,0.0,1
Arbitrage (film),jimmy,0.0,1
The Miracle Worker (1962 film),kate,1.0,9
The Miracle Worker (1962 film),keller,0.0,1
The Miracle Worker (1962 film),aunt ev,1.0,1
The Miracle Worker (1962 film),annie,1.0,4
Ghost Ship (2002 film),murphy,1.0,7
Ghost Ship (2002 film),epps,0.0,4
Ghost Ship (2002 film),dodge,0.0,4
Ghost Ship (2002 film),greer,1.0,4
The Horse Whisperer (film),annie,1.0,9
The Horse Whisperer (film),tom,0.0,1
The Horse Whisperer (film),grace,1.0,4
The Horse Whisperer (film),robert,0.0,1
Snow Falling on Cedars (film),ishmael,0.0,4
Snow Falling on Cedars (film),nels,1.0,4
Snow Falling on Cedars (film),hooks,1.0,6
Snow Falling on Cedars (film),hatsue,1.0,4
Lord of War,yuri,1.0,2
The Box (2009 film),norma,1.0,3
The Box (2009 film),arthur,0.0,3
The Box (2009 film),arlington,1.0,4
Hes Just Not That Into You (film),gigi,1.0,3
Hes Just Not That Into You (film),alex,1.0,3
Hes Just Not That Into You (film),anna,1.0,3
Hes Just Not That Into You (film),janine,1.0,1
Hes Just Not That Into You (film),ben,0.0,1
Hes Just Not That Into You (film),conor,0.0,3
Hes Just Not That Into You (film),beth,1.0,3
The Imaginarium of Doctor Parnassus,valentina,1.0,4
The Imaginarium of Doctor Parnassus,tony,0.0,5
The Imaginarium of Doctor Parnassus,anton,0.0,5
The Imaginarium of Doctor Parnassus,dr. parnassus,0.0,4
The Imaginarium of Doctor Parnassus,doctor parnassus,1.0,5
The Imaginarium of Doctor Parnassus,percy,0.0,4
Chasing Sleep,ed,0.0,3
Chasing Sleep,sadie,1.0,4
The Sessions (film),mark,0.0,1
The Sessions (film),cheryl,1.0,1
Amour (2012 film),georges,0.0,9
Amour (2012 film),anne,1.0,9
The Addams Family (film),gomez,1.0,4
The Addams Family (film),morticia,1.0,5
The Addams Family (film),fester,0.0,4
The Addams Family (film),abigail,1.0,4
Portrait of Jennie,adams,1.0,9
Portrait of Jennie,jennie,0.0,9
The American (2010 film),jack,0.0,2
The American (2010 film),clara,1.0,2
Easy A,olive,1.0,3
When a Stranger Calls (1979 film),jill,1.0,1
When a Stranger Calls (1979 film),clifford,0.0,1
When a Stranger Calls (1979 film),john,0.0,1
When a Stranger Calls (1979 film),duncan,0.0,1
When a Stranger Calls (1979 film),tracy,1.0,1
Hellboy (film),hellboy,1.0,4
Hellboy (film),broom,1.0,4
Hellboy (film),myers,0.0,4
Hellboy (film),liz,1.0,4
The Rescuers Down Under,wilbur,0.0,1
The Rescuers Down Under,bernard,0.0,1
The Rescuers Down Under,bianca,1.0,1
The Rescuers Down Under,cody,0.0,4
The Rescuers Down Under,jake,0.0,1
The Rescuers Down Under,frank,0.0,4
The Rescuers Down Under,doctor,1.0,4
Mr. Deeds Goes to Town,longfellow,0.0,1
Mr. Deeds Goes to Town,babe,1.0,1
Mr. Deeds Goes to Town,cedar,0.0,6
Die Hard 2,mcclane,0.0,2
Die Hard 2,stuart,0.0,7
Freddy vs. Jason,meagan,1.0,4
Freddy vs. Jason,erwin,0.0,4
Freddy vs. Jason,jesse,0.0,4
Joe Versus the Volcano,joe,0.0,1
Joe Versus the Volcano,patricia,1.0,1
"Crazy, Stupid, Love.",cal,1.0,1
"Crazy, Stupid, Love.",jacob,0.0,3
"Crazy, Stupid, Love.",tracy,1.0,1
The Ruins (film),jeff,0.0,4
The Ruins (film),amy,1.0,4
The Ruins (film),stacy,0.0,4
The Ruins (film),eric,0.0,4
The Bourne Supremacy (film),bourne,0.0,1
The Bourne Supremacy (film),pamela,1.0,1
The Bourne Supremacy (film),abbott,0.0,1
The Bourne Supremacy (film),nicky,0.0,1
Arctic Blue,eric,0.0,1
Arctic Blue,corbett,0.0,1
Arctic Blue,anne marie,1.0,1
Kill Bill Volume 1,the bride,1.0,1
Kill Bill Volume 1,bill,0.0,1
Ordinary People,conrad,0.0,1
Ordinary People,calvin,1.0,1
Ordinary People,dr berger,0.0,1
Ordinary People,beth,1.0,1
Big Fish,edward,0.0,4
Big Fish,will,0.0,1
Mulan (1998 film),mulan,1.0,4
Mulan (1998 film),mushu,1.0,4
Mulan (1998 film),shang,1.0,4
Mulan (1998 film),chi fu,1.0,5
The Best Exotic Marigold Hotel,evelyn,1.0,5
The Best Exotic Marigold Hotel,sonny,0.0,5
The Best Exotic Marigold Hotel,douglas,0.0,1
The Best Exotic Marigold Hotel,jean,0.0,9
The Best Exotic Marigold Hotel,muriel,1.0,1
The Best Exotic Marigold Hotel,graham,0.0,1
The Best Exotic Marigold Hotel,madge,1.0,1
The Best Exotic Marigold Hotel,norman,0.0,1
The Shipping News (film),quoyle,0.0,1
The Shipping News (film),wavey,1.0,1
The Whistleblower,kathy,1.0,6
Idiocracy,joe,0.0,1
Idiocracy,rita,0.0,1
Max Payne (film),max,0.0,4
Max Payne (film),bb,1.0,4
Max Payne (film),m,1.0,4
Max Payne (film),b,0.0,4
Max Payne (film),mona,0.0,4
Max Payne (film),bravura,1.0,4
Analyze That,ben,0.0,1
Analyze That,vitti,1.0,1
Mystery Men,furious,1.0,1
Mystery Men,raja,0.0,1
Mystery Men,casanova,1.0,1
Mystery Men,shoveler,1.0,1
Mystery Men,monica,1.0,1
Mystery Men,bowler,0.0,1
Kafka (film),kafka,0.0,1
Kafka (film),gabriela,1.0,1
Stir of Echoes,tom,0.0,4
Stir of Echoes,maggie,1.0,4
Kids (film),telly,0.0,3
Kids (film),casper,0.0,3
Kids (film),jennie,0.0,3
Kids (film),ruby,1.0,3
Rambo: First Blood Part II,rambo,0.0,1
Rambo: First Blood Part II,trautman,0.0,1
Rambo: First Blood Part II,co,0.0,1
Rambo: First Blood Part II,murdock,0.0,1
Rambo: First Blood Part II,ericson,0.0,1
The Mummy (1999 film),evelyn,1.0,5
The Mummy (1999 film),jonathan,0.0,1
Drive (2011 film),driver,0.0,4
Drive (2011 film),bernie rose,1.0,4
Drive (2011 film),irene,1.0,4
Drive (2011 film),shannon,1.0,4
Drive (2011 film),standard,0.0,3
Babel (film),richard,0.0,1
Babel (film),amelia,1.0,2
Babel (film),anwar,0.0,4
Babel (film),susan,1.0,4
The Saint (film),templar,0.0,4
The Saint (film),jillian,1.0,4
Moon (film),sam 1,1.0,4
Moon (film),sam 2,1.0,1
Moon (film),gerty,1.0,7
Moon (film),sam,0.0,4
Drive Angry,milton,0.0,4
Drive Angry,piper,0.0,4
Drive Angry,accountant,1.0,4
Bloodfist VII: Manhunt,jim,0.0,1
Bloodfist VII: Manhunt,doyle,1.0,1
Bloodfist VII: Manhunt,tubbs,1.0,1
Bloodfist VII: Manhunt,stephanie,1.0,1
The Invention of Lying,mark,0.0,1
The Invention of Lying,jennifer,1.0,1
Millers Crossing,finally,1.0,9
Millers Crossing,absently,1.0,1
Millers Crossing,uncomfortably,0.0,2
Burning Annie,max,0.0,1
Burning Annie,julie,1.0,1
"Sex, Lies, and Videotape",ann,1.0,1
"Sex, Lies, and Videotape",graham,0.0,1
"Sex, Lies, and Videotape",cynthia,1.0,1
"Sex, Lies, and Videotape",john,0.0,1
The Kids Are All Right (film),jules,0.0,1
The Kids Are All Right (film),paul,0.0,1
The Kids Are All Right (film),nic,0.0,1
The Kids Are All Right (film),joni,1.0,3
The Kids Are All Right (film),laser,0.0,3
Theres Something About Mary,ted,0.0,1
Theres Something About Mary,mary,1.0,1
Theres Something About Mary,healy,0.0,1
Seven (film),somerset,0.0,4
Seven (film),mills,0.0,4
The Bachelor Party,charlie,1.0,1
The Bachelor Party,eddie,1.0,9
The Bachelor Party,arnold,0.0,1
The Bachelor Party,kenneth,0.0,1
The Bachelor Party,walter,0.0,1
Hellraiser: Deader,amy,1.0,4
Hellraiser: Deader,charles,1.0,4
Do the Right Thing,mookie,1.0,1
Do the Right Thing,sal,1.0,1
Do the Right Thing,pino,1.0,8
Do the Right Thing,jade,1.0,1
Do the Right Thing,buggin' out,1.0,8
Do the Right Thing,da mayor,0.0,1
Gremlins,billy,0.0,4
Freaked,rick,0.0,4
Freaked,elijah,0.0,4
Freaked,julie,1.0,4
Five Easy Pieces,bobby,0.0,9
Five Easy Pieces,tita,1.0,1
Dog Day Afternoon,sonny,0.0,1
Bad Boys (1995 film),burnett,1.0,8
Bad Boys (1995 film),lowrey,0.0,8
Bad Boys (1995 film),julie,1.0,1
The Doors (film),jim,0.0,1
Boiler Room (film),seth,0.0,1
Burlesque (2010 American film),ali,0.0,3
Burlesque (2010 American film),jack,0.0,3
Burlesque (2010 American film),tess,1.0,3
G.I. Joe: The Rise of Cobra,duke,1.0,4
G.I. Joe: The Rise of Cobra,ripcord,0.0,4
G.I. Joe: The Rise of Cobra,scarlett,1.0,4
G.I. Joe: The Rise of Cobra,mccullen,0.0,7
G.I. Joe: The Rise of Cobra,ana,1.0,4
G.I. Joe: The Rise of Cobra,breaker,1.0,7
G.I. Joe: The Rise of Cobra,hawk,0.0,7
Hellboy II: The Golden Army,hellboy,1.0,4
Hellboy II: The Golden Army,abe,0.0,4
Hellboy II: The Golden Army,johann,0.0,4
Hellboy II: The Golden Army,liz,1.0,4
Hellboy II: The Golden Army,manning,0.0,4
A Nightmare on Elm Street 4: The Dream Master,alice,1.0,4
A Nightmare on Elm Street 4: The Dream Master,kristen,1.0,4
A Nightmare on Elm Street 4: The Dream Master,rick,0.0,4
A Nightmare on Elm Street 4: The Dream Master,dan,0.0,4
Cool Hand Luke,dragline,1.0,8
Cool Hand Luke,luke,0.0,8
Cool Hand Luke,koko,0.0,8
Cool Hand Luke,society red,0.0,1
Leviathan (1989 film),beck,0.0,4
Leviathan (1989 film),jones,0.0,4
Leviathan (1989 film),willie,0.0,4
Leviathan (1989 film),doc,0.0,4
Leviathan (1989 film),dejesus,1.0,4
Leviathan (1989 film),cobb,0.0,4
Apt Pupil (film),todd,0.0,4
Apt Pupil (film),dussander,0.0,4
Pet Sematary (film),louis,1.0,1
Pet Sematary (film),jud,0.0,1
Pet Sematary (film),rachel,1.0,1
Pet Sematary (film),ellie,1.0,1
Last Chance Harvey,harvey,0.0,3
Last Chance Harvey,kate,1.0,3
XXX (film),xander,0.0,4
The Power of One (film),pk,0.0,5
Troops (film),owen,0.0,1
Silverado (film),paden,0.0,1
Silverado (film),emmett,0.0,1
Silverado (film),sheriff cobb,0.0,1
Silverado (film),mal,0.0,1
Silverado (film),jake,0.0,1
The Swimmer (1968 film),ned,0.0,1
Perfect Creature,lilly,1.0,4
Perfect Creature,jones,0.0,4
Perfect Creature,edgar,0.0,4
The Producers (1968 film),bialystock,0.0,1
The Producers (1968 film),bloom,1.0,1
The Producers (1968 film),liebkind,1.0,5
Napoleon Dynamite,napoleon,1.0,1
Napoleon Dynamite,kip,0.0,1
Napoleon Dynamite,rico,1.0,8
Hard to Kill,storm,0.0,6
Hard to Kill,andy,1.0,1
Bad Santa,willie,0.0,4
Bad Santa,marcus,0.0,4
Bad Santa,kid,0.0,3
Panic Room,meg,1.0,4
Panic Room,burnham,0.0,4
Panic Room,sarah,1.0,4
Panic Room,raoul,0.0,4
Panic Room,junior,1.0,4
Heavy Metal (film),pilot,0.0,8
Heavy Metal (film),dan,0.0,1
Heavy Metal (film),den,0.0,5
Heavy Metal (film),harry,0.0,1
Heavy Metal (film),zeke,0.0,8
Heavy Metal (film),ard,1.0,5
Heavy Metal (film),queen,1.0,5
Heavy Metal (film),edsel,0.0,8
Heavy Metal (film),bombardier,0.0,8
Heavy Metal (film),navigator,0.0,1
Heavy Metal (film),austin,1.0,1
Heavy Metal (film),gloria,1.0,1
Sleepless in Seattle,sam,0.0,1
Sleepless in Seattle,annie,1.0,1
Sleepless in Seattle,jonah,0.0,1
The Wizard of Oz (1939 film),dorothy,1.0,1
The Wizard of Oz (1939 film),scarecrow,1.0,1
The Wizard of Oz (1939 film),lion,0.0,1
The Wizard of Oz (1939 film),tin man,0.0,1
Zerophilia,luke,0.0,1
Zerophilia,keenan,1.0,8
Zerophilia,sydney,0.0,1
Zerophilia,janine,1.0,1
Zerophilia,luca,1.0,1
Zerophilia,michelle,1.0,1
Defiance (2008 film),tuvia,0.0,4
Defiance (2008 film),zus,0.0,2
Pirates of the Caribbean: The Curse of the Black Pearl,jack,0.0,5
Pirates of the Caribbean: The Curse of the Black Pearl,elizabeth,1.0,5
Pirates of the Caribbean: The Curse of the Black Pearl,barbossa,0.0,5
Pirates of the Caribbean: The Curse of the Black Pearl,will,0.0,5
Pirates of the Caribbean: The Curse of the Black Pearl,norrington,0.0,5
Priest (2011 film),priest,0.0,4
Priest (2011 film),hicks,0.0,4
Priest (2011 film),priestess,1.0,4
Misery (film),annie,1.0,1
Misery (film),paul,0.0,1
Slither (2006 film),bill,0.0,4
Slither (2006 film),starla,1.0,4
Slither (2006 film),grant,0.0,4
A Few Good Men,kaffee,1.0,6
A Few Good Men,jo,1.0,6
Black Rain (1989 American film),nick,0.0,4
Black Rain (1989 American film),ich,1.0,3
The Game (1997 film),schuyler,0.0,4
The Game (1997 film),christine,1.0,4
Colombiana,cat,1.0,4
Colombiana,marco,1.0,4
Colombiana,danny,1.0,1
Colombiana,ross,0.0,6
Colombiana,emilio,1.0,4
Indiana Jones and the Kingdom of the Crystal Skull,indiana,0.0,4
Indiana Jones and the Kingdom of the Crystal Skull,betsy,1.0,4
Indiana Jones and the Kingdom of the Crystal Skull,clare,0.0,4
The Evil Dead,ashly,1.0,4
The Evil Dead,scott,0.0,4
The Evil Dead,linda,1.0,4
The Evil Dead,cheryl,1.0,4
The Evil Dead,shelly,1.0,4
Star Trek Generations,picard,0.0,7
Star Trek Generations,kirk,0.0,4
Star Trek Generations,data,0.0,7
Star Trek Generations,riker,0.0,7
Star Trek Generations,soran,0.0,7
The Hebrew Hammer,hammer,1.0,3
The Hebrew Hammer,santa,1.0,3
Music of the Heart,roberta,1.0,3
Marley & Me (film),john,0.0,1
Marley & Me (film),jenny,1.0,3
Anastasia (1997 film),anya,1.0,1
Anastasia (1997 film),dmitri,1.0,1
Anastasia (1997 film),rasputin,0.0,5
Anastasia (1997 film),tatiana,1.0,5
Anastasia (1997 film),vladimir,0.0,5
Blue Velvet (film),jeffrey,0.0,1
Blue Velvet (film),sandy,0.0,1
Blue Velvet (film),dorothy,1.0,1
Entrapment (film),mac,0.0,4
Entrapment (film),gin,1.0,4
The Italian Job (2003 film),charlie,1.0,2
The Italian Job (2003 film),stella,1.0,1
The Italian Job (2003 film),lyle,0.0,2
The Italian Job (2003 film),handsome rob,0.0,3
The Italian Job (2003 film),steve,0.0,1
Rushmore (film),max,0.0,9
Rushmore (film),miss cross,1.0,9
The Public Eye (film),kay,1.0,9
Charlies Angels (film),dylan,0.0,1
Charlies Angels (film),natalie,1.0,1
Charlies Angels (film),alex,1.0,1
Charlies Angels (film),knox,0.0,1
Wild Wild West,west,0.0,4
Wild Wild West,gordon,0.0,4
Wild Wild West,loveless,0.0,4
Swordfish (film),gabriel,0.0,3
Swordfish (film),stanley,1.0,3
Swordfish (film),ginger,1.0,3
The Men Who Stare at Goats (film),bob,0.0,4
The Men Who Stare at Goats (film),lyn cassady,1.0,4
Mobsters,luciano,0.0,8
The American President,shepherd,0.0,1
The American President,sydney,0.0,1
Logans Run (film),logan,0.0,1
Logans Run (film),jessica,1.0,1
Cradle 2 the Grave,fait,1.0,1
Cradle 2 the Grave,su,0.0,1
Cradle 2 the Grave,archie,1.0,8
Cradle 2 the Grave,tommy,0.0,1
Tamara Drewe (film),nicholas,0.0,1
Tamara Drewe (film),tamara,1.0,1
Tamara Drewe (film),beth,1.0,1
Tamara Drewe (film),glen,0.0,1
Tamara Drewe (film),jody,1.0,3
Tamara Drewe (film),andy,1.0,1
Tamara Drewe (film),ben,0.0,3
Tamara Drewe (film),casey,0.0,1
A Night at the Roxbury,doug,0.0,1
A Night at the Roxbury,steve,0.0,1
Boy Who Never Slept,daniel,0.0,1
Boy Who Never Slept,melissa,1.0,1
